"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D5L3GFWG","journalArticle","2020","Akesson, Jesper","Using Active Choice Interventions to Promote Social Distancing During the COVID-19 Pandemic","AEA Randomized Controlled Trials","","","10.1257/rct.5732","http://dx.doi.org/10.1257/rct.5732","","2020","2023-07-03 03:09:47","2023-07-03 03:09:47","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIQKQKCZ","journalArticle","2020","Tornero, Carlos; Vallejo, Ricardo; Cedeño, David; Orduña, Jorge; Pastor, Ernesto; Belaouchi, Moncef; Escamilla, Benigno; Laredo, Marisa; Garzando, María del Mar","A prospective, randomized, controlled study assessing vagus nerve stimulation using the gammaCore®-Sapphire device for patients with moderate to severe CoViD-19 Respiratory Symptoms (SAVIOR): A structured summary of a study protocol for a randomised controlled trial”","Trials","","1745-6215","10.1186/s13063-020-04486-w","http://dx.doi.org/10.1186/s13063-020-04486-w","Objectives: Primary Objective: Trial design: The study is a single centre, 2-arm, prospective, randomized (ratio 1:1), controlled trial with parallel groups design to compare the reduction of respiratory distress in a CoViD-19 population, using the intervention of the gammaCore®-Sapphire device plus standard of care (active) vs. standard of care alone (SoC) - the control group. The gammaCore® treatments will be used acutely and prophylactically. The active and control groups will be matched for disease and severity. Participants: Intervention and comparator: Intervention: Main outcomes: Primary Endpoint: Randomisation: The patients are classified according to their oxygen levels as mild, moderate and severe and randomized according to their classification to the intervention and control in a ratio of 1:1. The randomization will be stratified for gender and age. Blinding (masking): This is an open label study, it is not possible to blind the participants and healthcare providers to the intervention. Numbers to be randomised (sample size): The total number of patients to be included in the study is 90, with 45 in each study group Trial Status: The protocol version is 8.0 from 07 Trial registration: The study is registered in Full protocol: The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest in expediting dissemination of this material, the familiar formatting has been eliminated; this Letter serves as a summary of the key elements of the full protocol.","2020","2023-07-03 03:09:47","2023-07-03 03:09:47","","","","1","21","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9YYMWRHW","journalArticle","2020","Tverring, Jonas; Åkesson, Anna; Nielsen, Niklas","Helmet continuous positive airway pressure versus high-flow nasal cannula in COVID-19: a pragmatic randomised clinical trial (COVID HELMET)","Trials","","1745-6215","10.1186/s13063-020-04863-5","http://dx.doi.org/10.1186/s13063-020-04863-5","Background: Patients with COVID-19 and hypoxaemia despite conventional low-flow oxygen therapy are often treated with high-flow nasal cannula (HFNC) in line with international guidelines. Oxygen delivery by helmet continuous positive airway pressure (CPAP) is a feasible option that enables a higher positive end-expiratory pressure (PEEP) and may theoretically reduce the need for intubation compared to HFNC but direct comparative evidence is lacking. Methods: We plan to perform an investigator-initiated, pragmatic, randomised trial at an intermediate-level COVID-19 cohort ward in Helsingborg Hospital, southern Sweden. We have estimated a required sample size of 120 patients randomised 1:1 to HFNC or Helmet CPAP to achieve 90% power to detect superiority at a 0.05 significance level regarding the primary outcome of ventilator free days (VFD) within 28 days using a Mann-Whitney Discussion: We hypothesise that the use of Helmet CPAP will reduce the need for invasive mechanical ventilation compared to the use of HFNC without having a negative effect on survival. This could have important implications during the current COVID-19 epidemic. Trial registration: ClinicalTrials.gov","2020","2023-07-03 03:09:47","2023-07-03 03:09:47","","","","1","21","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWSKSBVX","journalArticle","2020","Morrison, Keith","‘Medical models’ and randomized controlled trials in education","Taming Randomized Controlled Trials in Education","","","10.4324/9781003042112-6","http://dx.doi.org/10.4324/9781003042112-6","","2020","2023-07-03 03:09:47","2023-07-03 03:09:47","","103–118","","","","","","","","","","","","","","","","","","","","Publisher: Routledge Type: book-chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YB58BQ75","journalArticle","2020","Morrison, Keith","Reporting and evaluating randomized controlled trials in education","Taming Randomized Controlled Trials in Education","","","10.4324/9781003042112-11","http://dx.doi.org/10.4324/9781003042112-11","","2020","2023-07-03 03:09:47","2023-07-03 03:09:47","","167–176","","","","","","","","","","","","","","","","","","","","Publisher: Routledge Type: book-chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9YJRZM2","book","2020","Ahmad, Amar; Salsabil, Marwa; Oliver, Tim","Mortality rates in matched cohort, pseudo-randomised and randomised trials of convalescent plasma given to COVID-19 patients","","","","","http://dx.doi.org/10.1101/2020.11.19.20234757","Introduction: For more than 80 years convalescent or immune sera has been used in severe life threatening infections. Since March of this year a rapidly increasing number of publications have reported series of Convalescent plasma (CP) investigations in severely ill COVID-19 patients. Objective: a brief CP scoping review focusing on early mortality Methods: We searched available data bases. Three randomised trials, two pseudo-randomised observations and twelve matched cohort studies were identified. Random-effects meta-analyses were performed on extracted data Results: A total of 2,378 CP treated and 5188 “controls” in 17 studies. Individually only two studies were significant for reduction of deaths to 30 days, but all showed a similar percentage reduction. When pooled, meta-analysis was undertaken. It showed that the overall reduction of death was significant for all series RR 0.710 (p=0.00001), all matched cohort series RR = 0.610 (p-value = 0.001) and the two pseudo-randomised series RR 0.747 (p=0.005) but not the three technically inadequate randomised trials, RR 0.825 (p=0.397). In two of these randomised trials, there was faster clearance of Viral DNA at 72 hours after CP than placebo Conclusion: It is hoped the significance of this less than perfect data will increase interest in completing the delayed randomised trials as the results suggest they could be better than currently licenced drugs. Given increasing published evidence of increased risk of both diagnosis and death from COVID-19 in patients with severe Vitamin-D deficiency, future studies should also study influence of Vitamin-D status of donor and recipient on outcome.","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","Cold Spring Harbor Laboratory","","","","","","","","","Type: posted-content DOI: 10.1101/2020.11.19.20234757","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBQMFUA8","dataset","2020","Angelucci, Manuela","The Impact of the COVID-19 Epidemic in Texas – A Multi-Paper Pre-Analysis Plan","","","","10.1257/rct.5717-1.0","http://dx.doi.org/10.1257/rct.5717-1.0","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDLAKA9P","journalArticle","2020","González, Alcibey Alvarado","PROGRAMMED CELL DEATH. REVIEW AND ITS IMPACT IN COVID-19","Clinical Research and Trials","","2059-0377","10.15761/crt.1000330","http://dx.doi.org/10.15761/crt.1000330","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","1","7","","","","","","","","","","","","","","","","","Publisher: Open Access Text Pvt, Ltd. Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9X69SL5","journalArticle","2020","","Heparin and zilucoplan added to COVID-19 ACCORD trials platform","Pharmaceutical Journal","","2053-6186","10.1211/pj.2020.20208023","http://dx.doi.org/10.1211/pj.2020.20208023","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","","","","","","","","","","Publisher: Royal Pharmaceutical Society Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IN8M4KIV","book","2020","","COVID-19 Vaccine Trials at St. Louis Institutions Now Include Johnson &amp; Johnson's Janssen Vaccine","","","","","http://dx.doi.org/10.4135/9781529789973","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","Educate.Today","","","","","","","","","DOI: 10.4135/9781529789973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZH4YWQV","dataset","2020","Angelucci, Manuela","The Impact of the COVID-19 Epidemic in Texas – A Multi-Paper Pre-Analysis Plan","","","","10.1257/rct.5717","http://dx.doi.org/10.1257/rct.5717","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","","","","","","","","","","Publisher: American Economic Association Type: dataset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUVKAPJQ","book","2020","Bonini, Sergio; Maltese, Giuseppe","COVID-19 Clinical trials: quality matters more than quantity","","","","","http://dx.doi.org/10.22541/au.158879031.17693921","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","Authorea, Inc.","","","","","","","","","Type: posted-content DOI: 10.22541/au.158879031.17693921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH7TI4Z6","book","2020","Manski, Charles; Tetenov, Aleksey","Statistical Decision Properties of Imprecise Trials Assessing COVID-19 Drugs","","","","","http://dx.doi.org/10.3386/w27293","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","National Bureau of Economic Research","","","","","","","","","Type: report DOI: 10.3386/w27293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYISYYLL","journalArticle","2020","Marks, David F.","Randomized controlled trials","Definitions","","","10.32388/a3xfy7","http://dx.doi.org/10.32388/a3xfy7","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","","","","","","","","","","Publisher: Qeios Type: reference-entry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LC7SYUGX","book","2020","","Clearing the fog: Is HCQ effective in reducing COVID-19 progression: A randomized controlled trial","","","","","http://dx.doi.org/10.37473/dac/10.1101/2020.07.30.20165365","","2020","2023-07-03 03:09:48","2023-07-03 03:09:48","","","","","","","","","","","","","Rescognito, Inc.","","","","","","","","","Type: component DOI: 10.37473/dac/10.1101/2020.07.30.20165365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6K97V25W","journalArticle","2020","Morrison, Keith","The rise of randomized controlled trials in evidence-based education","Taming Randomized Controlled Trials in Education","","","10.4324/9781003042112-4","http://dx.doi.org/10.4324/9781003042112-4","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","68–94","","","","","","","","","","","","","","","","","","","","Publisher: Routledge Type: book-chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALJ8BWAZ","journalArticle","2020","Chen, Shitao","An online solution focused brief therapy for adolescent anxiety during the novel coronavirus disease (COVID-19) pandemic: a structured summary of a study protocol for a randomised controlled trial","Trials","","1745-6215","10.1186/s13063-020-04355-6","http://dx.doi.org/10.1186/s13063-020-04355-6","Objectives: This study aims to assess the effectiveness of delivering Solution Focused Brief Therapy (SFBT) through telecommunication with a group of adolescents who present anxiety symptoms during the COVID-19 outbreak. We hypothesize that participants who are randomly assigned to receive 2–4 sessions of Solution Focused Brief Therapy would have better clinical outcomes than participants who are in the waitlist group. We additionally hypothesized that using SFBT can also change participants’ depression levels and their coping strategies in dealing with distress during the COVID-19 pandemic. Trial design: This study employs a randomized delayed crossover open label controlled trial in adolescents who are presenting anxiety symptoms during the COVID-19 outbreak. Participants who meet the enrollment criteria stated below will be invited to participate in this study through telecommunication. Those accepting will be randomly allocated to the intervention group or waitlist group. Participants: The inclusion criteria for participants are: Intervention and comparator: The intervention group will receive Solution Focused Brief Therapy 2–4 times within a 2 week period through telecommunication (e.g., using a platform such as Zoom). The comparators will be assigned to the waitlist group. They will also receive 2–4 sessions of counseling service after the 1 month follow-up data is collected. Main outcomes: The primary outcome measures of the study are intended to assess the difference in adolescents’ anxiety levels when comparing the SFBT group and the waitlist group. Level of anxiety will be measured by two measurements: GAD-7 and STAI-Y (C). Follow up 2 weeks and 1 month. Randomization: The Random Number Generator, an internet-based randomization tool, is used to assign participants to the intervention group and waitlist group. The allocation ratio is 1:1. Blinding (masking): Participants will be informed about the group assignment due to the nature of the study design. The research assistant who will have access to the outcome data is blinded to group assignment. Numbers to be randomized (sample size): The study plans to enroll a total of 76 participants. Thirty-eight participants are to be randomized to each group. Trial status: The Protocol version number is 02, with ethical approval number 202003130012. The recruitment is ongoing. It started on March 20th, and we estimate it will finish by the 30 June 2020. Trial registration: The trial was registered with the Chinese Clinical Trial Registry on March 20th, 2020. Registration number is ChiCTR2000030989. Full protocol: The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest of expediting dissemination of this material, the familiar formatting has been eliminated; this letter serves as a summary of the key elements of the full protocol.","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","","","1","21","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNHQKS4D","journalArticle","2020","Bacchieri, Antonella; Rossi, Andrea; Morelli, Paolo","Risk and mitigation actions for clinical trials during COVID-19 pandemic (RiMiCOPa)","Contemporary Clinical Trials Communications","","2451-8654","10.1016/j.conctc.2020.100682","http://dx.doi.org/10.1016/j.conctc.2020.100682","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","100682–100682","","","20","","","","","","","","","","","","","","","","","Publisher: Elsevier BV Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJ35BL5G","journalArticle","2020","Keshtkar-Jahromi, Maryam; Bavari, Sina","A Call for Randomized Controlled Trials to Test the Efficacy of Chloroquine and Hydroxychloroquine as Therapeutics against Novel Coronavirus Disease (COVID-19)","The American Journal of Tropical Medicine and Hygiene","","0002-9637","10.4269/ajtmh.20-0230","http://dx.doi.org/10.4269/ajtmh.20-0230","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","932–933","","5","102","","","","","","","","","","","","","","","","","Publisher: American Society of Tropical Medicine and Hygiene Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8G523T3W","journalArticle","2020","Bassetti, Matteo; Pelosi, Paolo; Robba, Chiara; Vena, Antonio; Giacobbe, Daniele Roberto","A brief note on randomized controlled trials and compassionate/off-label use of drugs in the early phases of the COVID-19 pandemic","Drugs in Context","","1740-4398","10.7573/dic.2020-5-2","http://dx.doi.org/10.7573/dic.2020-5-2","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","1–2","","","9","","","","","","","","","","","","","","","","","Publisher: BioExcel Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P64XC3D","journalArticle","2020","Hugar, Lee A.; Gilbert, Scott M.; Sexton, Wade J.; Kamat, Ashish M.; Li, Roger","Immunotherapy in Bacillus Calmette–Guerin (BCG) unresponsive nonmuscle invasive bladder cancer","Current Opinion in Urology","","0963-0643","10.1097/mou.0000000000000846","http://dx.doi.org/10.1097/mou.0000000000000846","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","160–169","","2","31","","","","","","","","","","","","","","","","","Publisher: Ovid Technologies (Wolters Kluwer Health) Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBQTPS2Y","journalArticle","2020","Morrison, Keith","Summary cautions and fifty theses on randomized controlled trials in education","Taming Randomized Controlled Trials in Education","","","10.4324/9781003042112-14","http://dx.doi.org/10.4324/9781003042112-14","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","210–215","","","","","","","","","","","","","","","","","","","","Publisher: Routledge Type: book-chapter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GP7I546G","report","2020","Mullahy, John","Discovering Treatment Effectiveness via Median Treatment Effects—Applications to COVID-19 Clinical Trials","","","","","http://dx.doi.org/10.3386/w27895","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","","","","","","","","","","","","National Bureau of Economic Research","","","","","","","","","Type: report DOI: 10.3386/w27895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKL45WHC","journalArticle","2020","","Clinical trials: To fight with COVID-19","Strad Research","","0039-2049","10.37896/sr7.10/039","http://dx.doi.org/10.37896/sr7.10/039","","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","","","10","7","","","","","","","","","","","","","","","","","Publisher: Test accounts Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS8LYM4D","journalArticle","2020","Dalili, Nooshin; Kashefizadeh, Alireza; Nafar, Mohsen; Poorrezagholi, Fatemeh; Firouzan, Ahmad; Samadian, Fariba; Samavat, Shiva; Ziaie, Shadi; Fatemizadeh, Somayeh","Adding Colchicine to the Antiretroviral Medication - Lopinavir/Ritonavir (Kaletra) in Hospitalized Patients with Non-Severe Covid-19 Pneumonia: A Structured Summary of a Study Protocol for a Randomized Controlled Trial","Trials","","1745-6215","10.1186/s13063-020-04455-3","http://dx.doi.org/10.1186/s13063-020-04455-3","Objectives: Colchicine is a well-known drug, which has been used for years to treat a wide range of rheumatic and inflammatory disorders. It helps break the cycle of inflammation through diverse mechanisms including reducing Intereukin-6, Interleukin-8, Tumour Necrosis Factor-alpha besides controlling oxidative stress pathways which all are important and pathologic components in the clinical course and outcome of patients infected with COVID-19. This study aims to assess the anti-inflammatory effects of colchicine in non-severe hospitalized COVID-19 patients. Trial design: Prospective, randomized (1:1 ratio), double blind study with parallel group design. Participants: Hospitalized patients with positive nasopharyngeal swab for COVID-19 infection (RT -PCR) and lung Computed tomography scan involvement compatible with COVID-19 pneumonia. The patients are not severely hypoxic, do not need intubation or invasive oxygenation. Intervention and comparator: Eligible enrolled patients will be randomized into two groups. Group A will receive the antiretroviral Lopinavir/Ritonavir (Kaletra) while group B will receive Lopinavir/Ritonavir (Kaletra) + Colchicine 1.5 mg loading then 0.5 mg twice daily orally. All patients in both groups will receive the same amounts of essential minerals, vitamins as antioxidants, and antibiotics. Main outcomes: Primary: Time for clinical improvement and lung CT score changes 14 days after treatment. Randomisation: Patients will be allocated to each group (ratio 1:1) by using an online randomization tool: Blinding (masking): This will be a double-blind study in which participants and those assessing the final outcomes will be blinded to group assignment. Numbers to be randomised (sample size): Regarding the pandemic crisis and our center capacity to hospitalize confirmed COVID-19 patients, a total of 80 patients was found to be logical to be randomized into two groups of 40- patients. Trial Status: Recruitment is ongoing. Recruitment began on 20/03/2020 and the date by which the recruitment is anticipated to be completed is 30/05/2020. Trial registration: ClinicalTrials.gov Identifier: NCT04360980, registered 24/04/2020. Full protocol: The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest in expediting dissemination of this material, the familiar formatting has been eliminated; this Letter serves as a summary of the key elements of the full protocol.","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","","","1","21","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZI9BWGU","journalArticle","2020","Faqihi, Fahad; Alharthy, Abdulrahman; Alodat, Mohammed; Asad, Daood; Aletreby, Waleed; Kutsogiannis, Demetrios J.; Brindley, Peter G.; Karakitsos, Dimitrios","A pilot study of therapeutic plasma exchange for serious SARS CoV-2 disease (COVID-19): A structured summary of a randomized controlled trial study protocol","Trials","","1745-6215","10.1186/s13063-020-04454-4","http://dx.doi.org/10.1186/s13063-020-04454-4","Objectives: To evaluate the safety of therapeutic plasma exchange (TPE) in adult patients with serious/life-threatening COVID-19 requiring intensive care unit (ICU) admission, and associated 28-day mortality. Serious and life threatening COVID-19 are defined as per published literature (please, refer to the full protocol, Additional file 1). The rationale is that TPE can remove interleukins-3, 6, 8, 10, interferon-gamma and tumor necrosis factor-alpha. Thus, it may reduce the cytokine release syndrome associated with fulminant COVID-19 disease. Trial design: Pilot, interventional, open-label, randomized controlled multicenter trial. Participants: Inclusion criteria are: 1) age ≥ 18 years old; 2) intubation and intensive care unit (ICU) admission; 3) serious and/or life-threatening COVID-19 (please, refer to the full protocol, Additional file 1). SARS-CoV-2 infection is confirmed by Real-Time-Polymerase-Chain-Reaction (RT-PCR) assays using QuantiNova Probe RT-PCR kit (Qiagen) in a Light-Cycler 480 real-time PCR system (Roche, Basel, Switzerland). Interventions and comparator: The intervention group will receive TPE, plus empiric treatment for COVID-19. TPE is administered using the Spectra Optia TM Apheresis System equipped with commercially available cartridges). The first dose is 1.5 plasma volumes, followed by one plasma volume on alternate days or daily for five to seven total treatments. Spectra Optia TM Apheresis System operates with acid-citrate dextrose anticoagulant (ACDA) as per Kidney Disease Improving Global Outcomes (KDIGO) 2019 guidelines. Plasma is replaced with albumin 5% or fresh frozen plasma in patients with coagulopathy (prothrombin time >37 seconds; international normalized ratio >3; activated partial thromboplastin time >100 or fibrinogen level <100 mg/d). TPE sessions are performed daily over four hours and laboratory markers measured daily. The comparators are controls not receiving TPE but usual empiric treatment for COVID-19 as per institutional, national and international recommendations. Both groups will receive standard ICU supportive care. Main outcomes: Primary study end-point is 28-day mortality and safety of TPE in serious and/or life-threatening COVID-19. Safety will be evaluated by the documentation of any pertinent adverse and/or serious adverse effects related to TPE as per institutional, national and international (Food and Drug Administration) guidelines. Secondary outcomes are: i) improvement in Sequential Organ Function Assessment (SOFA) score ; ii) changes in inflammatory markers: serum C-reactive protein, lactate dehydrogenase, ferritin, d-dimers and interleukin-6; iii) days on mechanical ventilation and ICU length of stay. Randomization: Eligible consented patients are randomized (1:1 allocation) after stratification by ICU center and two PaO2/FIO2 ratio categories (> 150 and ≤ 150). Randomization occurs in variable block sizes of four to eight patients. A web-based randomization service, Blinding (masking): Given the visibility of TPE machinery, the intervention will be unblinded; hence, no enrollment concealment will be expedited. The lack of allocation concealment will be mitigated by several measures (please, refer to the full protocol, Additional file 1). Numbers to be randomized (sample size): This pilot randomized trial aims to recruit a convenience sample of patients with serious and/or life-threatening COVID-19. Therefore, at least 20 patients are to be randomized to each group per participating center. We are hoping to consent and randomize approximately 60 patients in each group over a 3 to 6 months period giving a total of 120 participants. Trial Status: The protocol version 1 was approved 29/04/2020. Recruitment is ongoing, and began on 01/05/2020. We estimate completion by 29/10/2020. Trial registration: Registered at ISRCTN on 18/05/2020 (ISRCTN21363594; doi.10.1186/ ISRCTN21363594). Full protocol: The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest of expediting dissemination of this material, the familiar formatting has been eliminated; this letter serves as a summary of the key elements of the full protocol.","2020","2023-07-03 03:09:49","2023-07-03 03:09:49","","","","1","21","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEV48AZL","journalArticle","2020","Safa, Omid; Hassani-Azad, Mehdi; Farashahinejad, Mehdi; Davoodian, Parivash; Dadvand, Habib; Hassanipour, Soheil; Fathalipour, Mohammad","Effects of Licorice on clinical symptoms and laboratory signs in moderately ill patients with pneumonia from COVID-19: A structured summary of a study protocol for a randomized controlled trial","Trials","","1745-6215","10.1186/s13063-020-04706-3","http://dx.doi.org/10.1186/s13063-020-04706-3","Objectives: We investigate the effects of Licorice ( Trial design: This is a single-center, open-label, randomized, clinical trial with parallel-group design. This study is being conducted at Shahid Mohammadi Hospital, Bandar Abbas, Iran. Participants: Both male and female patients with ≥18 years of age (≥ 35 kg of weight), admitted at the Shahid Mohammadi Hospital, Hormozgan University of Medical Sciences, Bandar Abbas for treatment, screened for the following criteria. Intervention and comparator: Main outcomes: The recovery rate of clinical symptoms, including fever, dry cough, and tiredness, as well as paraclinical features, including thrombocytopenia, lymphocytopenia, and C-reactive protein, are evaluated as primary outcomes within seven days of randomization. Randomization: An electronic table of random numbers will be used to allocate the included participants into either control or intervention groups (in a 1:1 ratio) using the simple randomization method. Blinding (masking): This is an open-label trial without blinding and placebo control. Numbers to be randomized (sample size): A total of 60 participants randomizes (30 patients allocated to the intervention group and 30 patients allocated to the control group). Trial Status: The protocol is Version 1.0, May 31, 2020. Recruitment began July 30, 2020, and is anticipated to be completed by October 30, 2020. Trial registration: This clinical trial has been registered in the Iranian Registry of Clinical Trials (IRCT). The registration number is “IRCT20200506047323N2”, Full protocol: The full protocol is attached as an additional file, accessible from the Trials website (Additional file 1). In the interest in expediting dissemination of this material, the familiar formatting has been eliminated; this Letter serves as a summary of the key elements of the full protocol.","2020","2023-07-03 03:09:50","2023-07-03 03:09:50","","","","1","21","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC Type: journal-article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
